AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 21.67; 27.54; 23.66; 21.75; 76.17; 70.52; 77.54; 78.63; 37.26; 58.25; 57.28
 21.64; 27.54; 23.64; 21.80; 76.17; 70.52; 77.55; 78.65; 37.26; 58.26; 57.29
 21.64; 27.54; 23.66; 21.79; 76.16; 70.51; 77.51; 78.63; 37.27; 58.25; 57.33
 21.64; 27.56; 23.66; 21.78; 76.15; 70.51; 77.52; 78.63; 37.25; 58.25; 57.30
 21.64; 27.58; 23.68; 21.77; 76.15; 70.50; 77.52; 78.66; 37.22; 58.24; 57.25
 21.61; 27.58; 23.68; 21.79; 76.15; 70.51; 77.51; 78.67; 37.20; 58.24; 57.25
 21.61; 27.58; 23.66; 21.79; 76.16; 70.50; 77.49; 78.63; 37.23; 58.27; 57.24
 21.62; 27.60; 23.63; 21.79; 76.17; 70.49; 77.48; 78.64; 37.21; 58.26; 57.22
 21.64; 27.60; 23.61; 21.79; 76.16; 70.48; 77.49; 78.62; 37.20; 58.29; 57.18
 21.63; 27.59; 23.61; 21.82; 76.13; 70.47; 77.48; 78.61; 37.21; 58.30; 57.18
 21.64; 27.62; 23.61; 21.81; 76.13; 70.47; 77.47; 78.61; 37.21; 58.30; 57.18
 21.65; 27.61; 23.60; 21.79; 76.12; 70.47; 77.48; 78.62; 37.21; 58.30; 57.19
 21.63; 27.63; 23.60; 21.80; 76.15; 70.45; 77.49; 78.63; 37.20; 58.30; 57.19
 21.62; 27.64; 23.59; 21.80; 76.15; 70.43; 77.49; 78.65; 37.20; 58.30; 57.19
 21.61; 27.64; 23.61; 21.80; 76.14; 70.46; 77.45; 78.65; 37.20; 58.30; 57.22
 21.62; 27.61; 23.60; 21.80; 76.12; 70.45; 77.47; 78.65; 37.20; 58.31; 57.22
 21.62; 27.63; 23.59; 21.80; 76.13; 70.46; 77.47; 78.63; 37.21; 58.31; 57.21
 21.62; 27.63; 23.60; 21.80; 76.12; 70.47; 77.49; 78.64; 37.20; 58.30; 57.22
 21.60; 27.61; 23.61; 21.79; 76.10; 70.47; 77.48; 78.65; 37.23; 58.32; 57.24
 21.59; 27.64; 23.63; 21.77; 76.11; 70.48; 77.49; 78.64; 37.26; 58.30; 57.24
 21.60; 27.65; 23.62; 21.79; 76.13; 70.45; 77.50; 78.65; 37.27; 58.28; 57.23
 21.59; 27.64; 23.62; 21.82; 76.11; 70.46; 77.51; 78.66; 37.28; 58.27; 57.25
 21.59; 27.65; 23.64; 21.83; 76.12; 70.44; 77.47; 78.65; 37.28; 58.28; 57.28
 21.60; 27.65; 23.63; 21.83; 76.13; 70.46; 77.48; 78.62; 37.28; 58.27; 57.28
 21.61; 27.67; 23.63; 21.84; 76.13; 70.45; 77.49; 78.61; 37.28; 58.29; 57.25
 21.60; 27.68; 23.65; 21.84; 76.13; 70.44; 77.51; 78.61; 37.27; 58.28; 57.26
 21.60; 27.68; 23.65; 21.83; 76.14; 70.43; 77.51; 78.61; 37.26; 58.26; 57.26
 21.59; 27.68; 23.66; 21.82; 76.13; 70.41; 77.52; 78.61; 37.24; 58.26; 57.28
 21.59; 27.67; 23.65; 21.82; 76.12; 70.40; 77.53; 78.61; 37.25; 58.25; 57.29
 21.58; 27.68; 23.66; 21.81; 76.11; 70.41; 77.50; 78.60; 37.26; 58.24; 57.28
 21.58; 27.69; 23.66; 21.81; 76.12; 70.40; 77.51; 78.59; 37.23; 58.23; 57.27
 21.57; 27.69; 23.66; 21.80; 76.11; 70.43; 77.51; 78.57; 37.23; 58.23; 57.28
 21.59; 27.68; 23.64; 21.80; 76.11; 70.41; 77.48; 78.57; 37.23; 58.24; 57.28
 21.58; 27.68; 23.64; 21.78; 76.13; 70.40; 77.48; 78.56; 37.23; 58.26; 57.26
 21.57; 27.69; 23.65; 21.76; 76.12; 70.41; 77.48; 78.56; 37.24; 58.25; 57.28
 21.58; 27.68; 23.65; 21.75; 76.12; 70.41; 77.49; 78.55; 37.24; 58.26; 57.29
 21.60; 27.66; 23.64; 21.74; 76.09; 70.42; 77.49; 78.57; 37.27; 58.26; 57.29
 21.62; 27.66; 23.64; 21.73; 76.10; 70.44; 77.48; 78.55; 37.27; 58.26; 57.30
 21.62; 27.66; 23.66; 21.71; 76.12; 70.44; 77.48; 78.53; 37.28; 58.26; 57.30
 21.63; 27.66; 23.64; 21.70; 76.13; 70.46; 77.46; 78.52; 37.27; 58.28; 57.31
 21.65; 27.69; 23.63; 21.68; 76.14; 70.46; 77.46; 78.53; 37.26; 58.28; 57.30
 21.63; 27.69; 23.61; 21.69; 76.14; 70.47; 77.46; 78.51; 37.26; 58.30; 57.32
 21.63; 27.72; 23.62; 21.68; 76.14; 70.46; 77.46; 78.53; 37.26; 58.31; 57.32
 21.65; 27.72; 23.62; 21.67; 76.16; 70.45; 77.46; 78.51; 37.26; 58.33; 57.33
 21.69; 27.71; 23.63; 21.66; 76.16; 70.44; 77.45; 78.52; 37.26; 58.34; 57.33
 21.68; 27.72; 23.64; 21.65; 76.17; 70.44; 77.45; 78.50; 37.28; 58.36; 57.33
 21.69; 27.72; 23.64; 21.67; 76.15; 70.44; 77.46; 78.51; 37.28; 58.37; 57.31
 21.67; 27.74; 23.65; 21.67; 76.15; 70.44; 77.45; 78.51; 37.28; 58.36; 57.32
 21.69; 27.73; 23.63; 21.67; 76.14; 70.43; 77.46; 78.51; 37.28; 58.38; 57.32
 21.68; 27.75; 23.66; 21.67; 76.14; 70.44; 77.47; 78.49; 37.28; 58.34; 57.32
 21.68; 27.75; 23.66; 21.65; 76.13; 70.42; 77.48; 78.47; 37.29; 58.34; 57.32
 21.68; 27.75; 23.67; 21.63; 76.13; 70.41; 77.47; 78.49; 37.28; 58.33; 57.32
 21.69; 27.74; 23.67; 21.63; 76.11; 70.40; 77.48; 78.50; 37.25; 58.33; 57.33
 21.69; 27.75; 23.67; 21.62; 76.12; 70.39; 77.48; 78.49; 37.22; 58.36; 57.32
 21.68; 27.74; 23.68; 21.62; 76.15; 70.40; 77.47; 78.48; 37.20; 58.36; 57.31
 21.68; 27.74; 23.69; 21.60; 76.12; 70.42; 77.45; 78.48; 37.21; 58.36; 57.32
 21.68; 27.72; 23.67; 21.60; 76.10; 70.45; 77.46; 78.49; 37.21; 58.37; 57.31
 21.67; 27.72; 23.66; 21.59; 76.11; 70.46; 77.46; 78.48; 37.23; 58.36; 57.30
 21.67; 27.72; 23.68; 21.60; 76.10; 70.46; 77.48; 78.46; 37.23; 58.35; 57.30
 21.64; 27.73; 23.67; 21.61; 76.09; 70.47; 77.49; 78.44; 37.26; 58.35; 57.29
 21.67; 27.72; 23.65; 21.60; 76.08; 70.49; 77.49; 78.44; 37.27; 58.34; 57.29
 21.66; 27.74; 23.65; 21.60; 76.09; 70.51; 77.47; 78.44; 37.28; 58.33; 57.27
 21.67; 27.73; 23.65; 21.59; 76.10; 70.51; 77.48; 78.45; 37.27; 58.33; 57.29
 21.69; 27.74; 23.65; 21.57; 76.09; 70.52; 77.48; 78.45; 37.25; 58.36; 57.29
 21.70; 27.76; 23.64; 21.54; 76.09; 70.52; 77.50; 78.45; 37.24; 58.37; 57.30
 21.69; 27.76; 23.65; 21.53; 76.10; 70.53; 77.50; 78.44; 37.25; 58.38; 57.30
 21.69; 27.76; 23.65; 21.52; 76.11; 70.52; 77.51; 78.46; 37.25; 58.37; 57.31
 21.71; 27.78; 23.66; 21.51; 76.09; 70.52; 77.50; 78.47; 37.22; 58.39; 57.33
 21.73; 27.77; 23.64; 21.51; 76.09; 70.53; 77.51; 78.48; 37.24; 58.38; 57.35
 21.73; 27.77; 23.64; 21.50; 76.10; 70.52; 77.52; 78.48; 37.26; 58.39; 57.36
 21.71; 27.75; 23.64; 21.50; 76.09; 70.52; 77.53; 78.47; 37.27; 58.37; 57.38
 21.70; 27.75; 23.64; 21.50; 76.08; 70.52; 77.53; 78.48; 37.26; 58.38; 57.36
 21.72; 27.74; 23.64; 21.50; 76.08; 70.54; 77.54; 78.47; 37.24; 58.39; 57.34
 21.73; 27.73; 23.64; 21.50; 76.09; 70.54; 77.53; 78.45; 37.22; 58.40; 57.33
 21.73; 27.73; 23.64; 21.50; 76.08; 70.55; 77.52; 78.45; 37.25; 58.37; 57.32
 21.73; 27.75; 23.65; 21.50; 76.09; 70.57; 77.51; 78.46; 37.22; 58.36; 57.29
 21.74; 27.76; 23.65; 21.48; 76.08; 70.55; 77.54; 78.46; 37.20; 58.37; 57.28
 21.75; 27.75; 23.63; 21.49; 76.07; 70.56; 77.51; 78.45; 37.20; 58.38; 57.27
 21.75; 27.74; 23.62; 21.49; 76.08; 70.57; 77.51; 78.46; 37.21; 58.38; 57.25
 21.74; 27.76; 23.60; 21.49; 76.09; 70.60; 77.52; 78.44; 37.18; 58.37; 57.24
 21.77; 27.75; 23.61; 21.50; 76.09; 70.61; 77.51; 78.44; 37.16; 58.37; 57.24
 21.77; 27.73; 23.60; 21.51; 76.10; 70.60; 77.50; 78.42; 37.17; 58.38; 57.23
 21.77; 27.73; 23.60; 21.51; 76.09; 70.60; 77.51; 78.43; 37.19; 58.39; 57.21
 21.78; 27.71; 23.62; 21.53; 76.09; 70.62; 77.51; 78.42; 37.17; 58.37; 57.18
 21.79; 27.69; 23.63; 21.54; 76.10; 70.63; 77.50; 78.43; 37.17; 58.36; 57.18
 21.80; 27.69; 23.64; 21.56; 76.11; 70.63; 77.49; 78.41; 37.16; 58.35; 57.16
 21.80; 27.69; 23.64; 21.57; 76.10; 70.62; 77.49; 78.42; 37.18; 58.34; 57.18
 21.79; 27.73; 23.64; 21.59; 76.13; 70.64; 77.49; 78.39; 37.17; 58.35; 57.16
 21.80; 27.73; 23.62; 21.60; 76.13; 70.64; 77.48; 78.39; 37.19; 58.37; 57.17
 21.79; 27.73; 23.62; 21.63; 76.13; 70.64; 77.47; 78.40; 37.20; 58.38; 57.17
 21.78; 27.72; 23.60; 21.64; 76.13; 70.64; 77.49; 78.39; 37.21; 58.38; 57.18
 21.77; 27.74; 23.62; 21.65; 76.13; 70.64; 77.50; 78.38; 37.22; 58.42; 57.14
 21.79; 27.74; 23.62; 21.65; 76.13; 70.63; 77.51; 78.38; 37.24; 58.42; 57.14
 21.80; 27.73; 23.60; 21.69; 76.13; 70.64; 77.50; 78.39; 37.23; 58.44; 57.12
 21.78; 27.72; 23.60; 21.69; 76.12; 70.65; 77.49; 78.39; 37.23; 58.46; 57.11
 21.77; 27.73; 23.61; 21.69; 76.14; 70.64; 77.50; 78.40; 37.21; 58.45; 57.08
 21.76; 27.75; 23.60; 21.68; 76.14; 70.64; 77.49; 78.41; 37.21; 58.45; 57.08
 21.76; 27.75; 23.60; 21.67; 76.15; 70.64; 77.48; 78.42; 37.19; 58.44; 57.05
 21.77; 27.74; 23.59; 21.66; 76.17; 70.63; 77.48; 78.42; 37.21; 58.43; 57.04
 21.76; 27.75; 23.60; 21.66; 76.17; 70.64; 77.48; 78.42; 37.18; 58.44; 57.00
 21.77; 27.77; 23.59; 21.65; 76.15; 70.63; 77.48; 78.44; 37.18; 58.43; 57.00
 21.79; 27.76; 23.56; 21.68; 76.15; 70.63; 77.49; 78.41; 37.17; 58.43; 56.98
 21.79; 27.75; 23.55; 21.68; 76.15; 70.65; 77.49; 78.42; 37.17; 58.42; 56.98
 21.78; 27.77; 23.53; 21.69; 76.16; 70.65; 77.50; 78.42; 37.17; 58.43; 56.95
 21.77; 27.76; 23.54; 21.67; 76.15; 70.67; 77.51; 78.42; 37.19; 58.43; 56.94
 21.76; 27.78; 23.53; 21.70; 76.17; 70.67; 77.47; 78.43; 37.20; 58.42; 56.93
 21.75; 27.75; 23.54; 21.72; 76.17; 70.68; 77.47; 78.44; 37.19; 58.40; 56.93
 21.77; 27.76; 23.53; 21.74; 76.17; 70.70; 77.48; 78.44; 37.18; 58.39; 56.90
 21.79; 27.76; 23.51; 21.75; 76.14; 70.69; 77.50; 78.45; 37.17; 58.38; 56.89
 21.81; 27.76; 23.51; 21.76; 76.16; 70.69; 77.50; 78.43; 37.16; 58.38; 56.89
 21.81; 27.76; 23.52; 21.76; 76.17; 70.69; 77.50; 78.44; 37.15; 58.38; 56.88
 21.82; 27.78; 23.54; 21.76; 76.18; 70.71; 77.51; 78.45; 37.13; 58.37; 56.85
 21.83; 27.79; 23.53; 21.75; 76.18; 70.71; 77.51; 78.46; 37.14; 58.38; 56.85
 21.86; 27.83; 23.52; 21.76; 76.18; 70.70; 77.50; 78.46; 37.15; 58.38; 56.83
 21.89; 27.81; 23.52; 21.79; 76.19; 70.70; 77.50; 78.46; 37.14; 58.37; 56.81
 21.90; 27.80; 23.54; 21.78; 76.20; 70.71; 77.50; 78.49; 37.14; 58.37; 56.80
 21.90; 27.82; 23.52; 21.79; 76.19; 70.68; 77.52; 78.47; 37.13; 58.36; 56.83
 21.92; 27.82; 23.52; 21.81; 76.19; 70.69; 77.52; 78.47; 37.13; 58.36; 56.82
 21.91; 27.82; 23.51; 21.81; 76.19; 70.71; 77.52; 78.44; 37.12; 58.35; 56.83
 21.90; 27.83; 23.51; 21.80; 76.20; 70.71; 77.53; 78.45; 37.11; 58.34; 56.80
 21.89; 27.84; 23.50; 21.78; 76.18; 70.71; 77.53; 78.45; 37.12; 58.33; 56.80
 21.91; 27.84; 23.50; 21.80; 76.21; 70.70; 77.51; 78.44; 37.11; 58.33; 56.76
 21.91; 27.83; 23.49; 21.78; 76.22; 70.69; 77.53; 78.45; 37.11; 58.32; 56.77
 21.91; 27.83; 23.48; 21.77; 76.19; 70.70; 77.54; 78.46; 37.10; 58.32; 56.75
 21.90; 27.85; 23.48; 21.75; 76.17; 70.70; 77.55; 78.45; 37.12; 58.33; 56.73
 21.89; 27.87; 23.49; 21.74; 76.17; 70.67; 77.56; 78.47; 37.12; 58.30; 56.73
 21.89; 27.86; 23.50; 21.73; 76.18; 70.66; 77.56; 78.47; 37.12; 58.30; 56.74
 21.87; 27.86; 23.51; 21.73; 76.18; 70.67; 77.58; 78.47; 37.12; 58.30; 56.73
 21.88; 27.85; 23.50; 21.71; 76.16; 70.69; 77.59; 78.46; 37.13; 58.32; 56.73
 21.88; 27.85; 23.50; 21.72; 76.16; 70.68; 77.58; 78.48; 37.14; 58.30; 56.74
 21.89; 27.83; 23.49; 21.73; 76.17; 70.69; 77.60; 78.49; 37.13; 58.30; 56.73
 21.90; 27.84; 23.50; 21.72; 76.12; 70.71; 77.62; 78.49; 37.14; 58.31; 56.71
 21.90; 27.87; 23.48; 21.71; 76.13; 70.70; 77.64; 78.48; 37.15; 58.32; 56.69
 21.90; 27.90; 23.49; 21.70; 76.15; 70.69; 77.63; 78.47; 37.13; 58.33; 56.68
 21.90; 27.90; 23.47; 21.70; 76.16; 70.69; 77.63; 78.48; 37.14; 58.34; 56.69
 21.92; 27.92; 23.45; 21.71; 76.14; 70.70; 77.63; 78.50; 37.17; 58.35; 56.65
 21.92; 27.91; 23.44; 21.70; 76.12; 70.70; 77.64; 78.52; 37.19; 58.37; 56.66
 21.93; 27.90; 23.46; 21.71; 76.12; 70.69; 77.65; 78.52; 37.18; 58.38; 56.66
 21.92; 27.88; 23.47; 21.71; 76.10; 70.68; 77.67; 78.53; 37.19; 58.39; 56.66
 21.92; 27.90; 23.46; 21.71; 76.08; 70.69; 77.68; 78.55; 37.19; 58.40; 56.64
 21.90; 27.90; 23.47; 21.71; 76.06; 70.70; 77.67; 78.54; 37.20; 58.43; 56.64
 21.93; 27.89; 23.49; 21.70; 76.07; 70.68; 77.67; 78.54; 37.19; 58.42; 56.66
 21.92; 27.89; 23.49; 21.69; 76.07; 70.67; 77.67; 78.54; 37.19; 58.43; 56.64
 21.91; 27.90; 23.49; 21.68; 76.04; 70.67; 77.67; 78.55; 37.20; 58.43; 56.62
 21.90; 27.89; 23.49; 21.66; 76.02; 70.67; 77.68; 78.55; 37.23; 58.45; 56.59
 21.90; 27.90; 23.49; 21.66; 76.05; 70.65; 77.69; 78.55; 37.19; 58.43; 56.61
 21.90; 27.89; 23.47; 21.68; 76.04; 70.65; 77.69; 78.55; 37.19; 58.43; 56.61
 21.89; 27.88; 23.46; 21.68; 76.03; 70.65; 77.71; 78.56; 37.19; 58.44; 56.58
 21.89; 27.87; 23.46; 21.66; 76.02; 70.67; 77.71; 78.56; 37.20; 58.42; 56.58
 21.90; 27.86; 23.45; 21.65; 76.04; 70.64; 77.70; 78.58; 37.20; 58.41; 56.59
 21.92; 27.88; 23.44; 21.66; 76.04; 70.65; 77.67; 78.59; 37.21; 58.41; 56.57
 21.94; 27.86; 23.42; 21.66; 76.03; 70.67; 77.69; 78.59; 37.23; 58.41; 56.54
 21.94; 27.85; 23.43; 21.65; 76.01; 70.70; 77.70; 78.59; 37.25; 58.40; 56.52
 21.94; 27.84; 23.44; 21.65; 76.01; 70.69; 77.69; 78.59; 37.27; 58.40; 56.52
 21.94; 27.83; 23.45; 21.66; 76.01; 70.69; 77.69; 78.59; 37.27; 58.41; 56.53
 21.92; 27.84; 23.43; 21.68; 75.99; 70.70; 77.71; 78.59; 37.29; 58.42; 56.51
 21.92; 27.83; 23.43; 21.67; 75.96; 70.71; 77.72; 78.60; 37.30; 58.45; 56.50
 21.92; 27.86; 23.45; 21.67; 75.99; 70.69; 77.73; 78.58; 37.27; 58.46; 56.50
 21.92; 27.86; 23.43; 21.70; 75.98; 70.70; 77.73; 78.59; 37.26; 58.47; 56.50
 21.93; 27.84; 23.43; 21.71; 75.97; 70.70; 77.73; 78.60; 37.28; 58.48; 56.48
 21.93; 27.83; 23.43; 21.69; 75.96; 70.70; 77.73; 78.61; 37.31; 58.52; 56.48
 21.93; 27.82; 23.45; 21.71; 75.97; 70.68; 77.72; 78.58; 37.32; 58.51; 56.50
 21.94; 27.81; 23.45; 21.69; 75.97; 70.69; 77.71; 78.60; 37.32; 58.51; 56.50
 21.94; 27.82; 23.45; 21.68; 75.95; 70.69; 77.74; 78.61; 37.33; 58.50; 56.47
 21.93; 27.83; 23.45; 21.67; 75.95; 70.71; 77.75; 78.61; 37.33; 58.50; 56.45
 21.93; 27.83; 23.49; 21.66; 75.96; 70.68; 77.75; 78.60; 37.32; 58.49; 56.46
 21.94; 27.82; 23.49; 21.66; 75.96; 70.67; 77.74; 78.60; 37.31; 58.49; 56.46
 21.94; 27.82; 23.49; 21.65; 75.92; 70.67; 77.77; 78.61; 37.34; 58.48; 56.43
 21.95; 27.82; 23.48; 21.63; 75.89; 70.67; 77.78; 78.61; 37.36; 58.49; 56.40
 21.93; 27.82; 23.48; 21.62; 75.89; 70.65; 77.77; 78.60; 37.37; 58.49; 56.43
 21.94; 27.81; 23.50; 21.61; 75.90; 70.65; 77.74; 78.60; 37.38; 58.49; 56.42
 21.94; 27.81; 23.49; 21.60; 75.89; 70.65; 77.72; 78.60; 37.40; 58.50; 56.43
 21.94; 27.82; 23.48; 21.63; 75.91; 70.63; 77.70; 78.59; 37.38; 58.51; 56.42
 21.95; 27.80; 23.47; 21.64; 75.90; 70.63; 77.70; 78.62; 37.38; 58.51; 56.42
 21.97; 27.80; 23.46; 21.64; 75.91; 70.64; 77.70; 78.61; 37.37; 58.49; 56.42
 21.96; 27.80; 23.45; 21.64; 75.92; 70.63; 77.70; 78.61; 37.38; 58.49; 56.44
 21.95; 27.78; 23.44; 21.66; 75.91; 70.64; 77.69; 78.61; 37.38; 58.50; 56.45
 21.95; 27.80; 23.43; 21.65; 75.92; 70.63; 77.70; 78.62; 37.38; 58.49; 56.45
 21.95; 27.81; 23.44; 21.66; 75.92; 70.64; 77.69; 78.63; 37.36; 58.48; 56.46
 21.95; 27.81; 23.47; 21.65; 75.92; 70.64; 77.70; 78.61; 37.36; 58.49; 56.48
 21.93; 27.80; 23.48; 21.67; 75.95; 70.64; 77.69; 78.60; 37.35; 58.49; 56.50
 21.92; 27.79; 23.48; 21.67; 75.95; 70.66; 77.70; 78.60; 37.38; 58.49; 56.49
 21.95; 27.80; 23.51; 21.66; 75.96; 70.66; 77.70; 78.60; 37.38; 58.47; 56.47
 21.95; 27.78; 23.52; 21.67; 75.96; 70.66; 77.70; 78.61; 37.39; 58.48; 56.49
 21.93; 27.79; 23.51; 21.69; 75.96; 70.67; 77.70; 78.60; 37.38; 58.47; 56.50
 21.93; 27.79; 23.52; 21.70; 75.97; 70.67; 77.71; 78.61; 37.36; 58.48; 56.50
 21.94; 27.80; 23.53; 21.69; 75.97; 70.68; 77.70; 78.59; 37.37; 58.47; 56.49
 21.92; 27.79; 23.56; 21.68; 75.95; 70.68; 77.71; 78.60; 37.37; 58.47; 56.47
 21.92; 27.78; 23.57; 21.68; 75.97; 70.66; 77.72; 78.58; 37.36; 58.45; 56.49
 21.90; 27.77; 23.58; 21.68; 75.97; 70.67; 77.73; 78.58; 37.36; 58.46; 56.47
 21.91; 27.77; 23.59; 21.67; 75.97; 70.69; 77.74; 78.56; 37.34; 58.43; 56.46
 21.93; 27.76; 23.58; 21.66; 75.95; 70.69; 77.72; 78.55; 37.34; 58.46; 56.46
 21.92; 27.76; 23.56; 21.67; 75.98; 70.68; 77.71; 78.55; 37.35; 58.45; 56.45
 21.92; 27.76; 23.55; 21.67; 75.96; 70.69; 77.70; 78.57; 37.35; 58.45; 56.42
 21.93; 27.76; 23.54; 21.66; 75.95; 70.68; 77.69; 78.58; 37.35; 58.46; 56.43
 21.92; 27.76; 23.54; 21.66; 75.94; 70.69; 77.69; 78.59; 37.36; 58.46; 56.42
 21.91; 27.76; 23.54; 21.67; 75.95; 70.68; 77.69; 78.59; 37.36; 58.47; 56.42
 21.91; 27.74; 23.53; 21.68; 75.96; 70.69; 77.71; 78.59; 37.37; 58.46; 56.40
 21.91; 27.72; 23.54; 21.66; 75.97; 70.69; 77.71; 78.58; 37.37; 58.45; 56.41
 21.90; 27.74; 23.54; 21.67; 75.97; 70.68; 77.73; 78.57; 37.37; 58.44; 56.42
 21.89; 27.73; 23.55; 21.69; 75.98; 70.68; 77.73; 78.58; 37.38; 58.42; 56.42
 21.88; 27.75; 23.53; 21.70; 75.98; 70.67; 77.74; 78.58; 37.38; 58.42; 56.41
 21.89; 27.76; 23.54; 21.70; 75.99; 70.67; 77.74; 78.58; 37.36; 58.42; 56.40
 21.88; 27.77; 23.55; 21.72; 75.99; 70.66; 77.74; 78.56; 37.37; 58.43; 56.42
 21.89; 27.77; 23.55; 21.75; 76.02; 70.65; 77.72; 78.57; 37.37; 58.42; 56.41
 21.90; 27.79; 23.55; 21.74; 76.02; 70.67; 77.72; 78.57; 37.35; 58.42; 56.41
 21.92; 27.81; 23.55; 21.73; 76.03; 70.67; 77.72; 78.58; 37.34; 58.43; 56.39
 21.91; 27.83; 23.56; 21.73; 76.02; 70.67; 77.72; 78.58; 37.34; 58.44; 56.40
 21.89; 27.81; 23.55; 21.75; 76.03; 70.66; 77.72; 78.58; 37.35; 58.44; 56.42
 21.89; 27.79; 23.55; 21.79; 76.02; 70.66; 77.74; 78.59; 37.34; 58.43; 56.43
 21.89; 27.78; 23.56; 21.77; 76.04; 70.66; 77.72; 78.60; 37.33; 58.42; 56.42
 21.88; 27.76; 23.56; 21.77; 76.01; 70.66; 77.72; 78.60; 37.34; 58.43; 56.43
 21.87; 27.74; 23.57; 21.78; 76.00; 70.65; 77.72; 78.59; 37.34; 58.44; 56.43
 21.87; 27.72; 23.57; 21.78; 76.00; 70.67; 77.70; 78.60; 37.32; 58.45; 56.43
 21.86; 27.71; 23.59; 21.78; 76.03; 70.69; 77.69; 78.57; 37.30; 58.43; 56.43
 21.86; 27.70; 23.60; 21.77; 76.01; 70.71; 77.68; 78.56; 37.28; 58.44; 56.43
 21.85; 27.69; 23.58; 21.80; 76.03; 70.72; 77.66; 78.55; 37.28; 58.44; 56.42
 21.84; 27.69; 23.57; 21.81; 76.04; 70.70; 77.66; 78.55; 37.29; 58.44; 56.41
 21.84; 27.69; 23.57; 21.79; 76.03; 70.71; 77.68; 78.57; 37.30; 58.44; 56.40
 21.84; 27.70; 23.57; 21.81; 76.04; 70.70; 77.66; 78.56; 37.29; 58.45; 56.40
 21.83; 27.71; 23.58; 21.80; 76.00; 70.72; 77.65; 78.57; 37.31; 58.47; 56.39
 21.85; 27.70; 23.58; 21.80; 76.00; 70.72; 77.64; 78.58; 37.31; 58.47; 56.40
 21.84; 27.70; 23.59; 21.78; 75.99; 70.73; 77.64; 78.58; 37.33; 58.47; 56.38
 21.83; 27.71; 23.59; 21.79; 76.00; 70.74; 77.64; 78.58; 37.32; 58.48; 56.38
 21.84; 27.71; 23.60; 21.79; 76.01; 70.73; 77.64; 78.57; 37.32; 58.49; 56.37
 21.83; 27.69; 23.60; 21.80; 76.01; 70.74; 77.64; 78.58; 37.30; 58.49; 56.38
 21.81; 27.68; 23.61; 21.80; 75.99; 70.74; 77.65; 78.60; 37.34; 58.50; 56.38
 21.80; 27.69; 23.59; 21.81; 76.00; 70.76; 77.65; 78.60; 37.33; 58.50; 56.39
 21.80; 27.69; 23.60; 21.79; 76.00; 70.77; 77.65; 78.61; 37.33; 58.53; 56.37
 21.81; 27.69; 23.61; 21.77; 76.02; 70.78; 77.65; 78.61; 37.34; 58.53; 56.37
 21.81; 27.70; 23.62; 21.77; 76.02; 70.77; 77.65; 78.62; 37.31; 58.54; 56.36
 21.81; 27.69; 23.63; 21.79; 76.01; 70.79; 77.65; 78.64; 37.30; 58.53; 56.35
 21.80; 27.69; 23.64; 21.79; 76.01; 70.77; 77.65; 78.64; 37.32; 58.56; 56.33
 21.81; 27.69; 23.65; 21.79; 76.02; 70.77; 77.65; 78.63; 37.31; 58.58; 56.33
 21.79; 27.69; 23.65; 21.79; 76.01; 70.77; 77.65; 78.64; 37.30; 58.57; 56.32
 21.77; 27.68; 23.65; 21.79; 76.00; 70.79; 77.65; 78.64; 37.30; 58.55; 56.32
 21.77; 27.67; 23.65; 21.78; 75.99; 70.80; 77.64; 78.65; 37.29; 58.58; 56.31
 21.76; 27.67; 23.65; 21.77; 76.01; 70.80; 77.65; 78.62; 37.28; 58.60; 56.29
 21.75; 27.66; 23.64; 21.77; 76.01; 70.81; 77.64; 78.63; 37.28; 58.61; 56.28
 21.74; 27.67; 23.63; 21.77; 76.00; 70.82; 77.64; 78.64; 37.27; 58.60; 56.27
 21.73; 27.66; 23.61; 21.78; 75.99; 70.82; 77.65; 78.64; 37.27; 58.62; 56.27
 21.73; 27.65; 23.60; 21.77; 76.01; 70.80; 77.65; 78.64; 37.26; 58.64; 56.27
 21.71; 27.65; 23.60; 21.77; 75.99; 70.81; 77.65; 78.63; 37.30; 58.65; 56.26
 21.71; 27.64; 23.59; 21.78; 76.00; 70.83; 77.64; 78.63; 37.30; 58.64; 56.25
 21.70; 27.67; 23.60; 21.76; 76.01; 70.82; 77.65; 78.64; 37.31; 58.64; 56.24
 21.70; 27.68; 23.59; 21.76; 76.01; 70.80; 77.67; 78.64; 37.31; 58.65; 56.24
 21.69; 27.67; 23.60; 21.76; 76.02; 70.81; 77.68; 78.63; 37.33; 58.64; 56.24
 21.67; 27.68; 23.61; 21.77; 76.01; 70.83; 77.69; 78.63; 37.33; 58.63; 56.23
 21.66; 27.66; 23.61; 21.77; 76.00; 70.83; 77.70; 78.63; 37.34; 58.65; 56.22
 21.68; 27.64; 23.62; 21.77; 76.00; 70.82; 77.71; 78.64; 37.32; 58.66; 56.23
 21.66; 27.65; 23.62; 21.78; 76.00; 70.82; 77.72; 78.66; 37.29; 58.67; 56.24
 21.65; 27.67; 23.61; 21.79; 76.01; 70.82; 77.71; 78.66; 37.30; 58.66; 56.25
